Sale_ID,Store_ID,Product_ID,Customer_ID,Staff_ID,Quantity,Unit_Price,Sale_Date,Sales_Channel,Customer_Name,Age,Gender,City,Purchase_Channel,Total_Purchases,Product_Name,Category,Color,Description,Size,Price,Acquisition_Cost,Recency,Frequency,Monetary,YearMonth
1909,5,408,532,386,57,392.46,2016-10-04 06:35:54,Online,Benjamim Moura,22,M,Sines,Online,618.39,Architecto,Roupas,Rosa,Laboriosam praesentium ad.,XL,76.33,22.52,937,12,260300.29,2016-10
1910,2,777,487,240,87,493.65,2018-09-23 01:23:56,Online,Alícia-Alice Silva,50,M,Nazaré,Física,783.59,Corrupti,Calçado,Branco,Harum optio quam aliquam odit cumque autem.,40,85.86,17.05,59,15,348401.44,2018-09
1911,4,195,298,352,34,88.02,2018-06-28 18:31:36,Online,Brian Matias,42,M,Arganil,Física,497.22,Libero,Calçado,Cinzento,Repellendus iste saepe aut perspiciatis vitae recusandae.,36,34.73,41.58,35,19,415580.85,2018-06
1912,5,925,310,436,93,652.12,2024-02-14 21:32:59,Online,Rafael Martins,49,M,Sobral de Monte Agraço,Física,135.69,Alias,Roupas,Preto,Voluptatem nihil blanditiis repudiandae eaque inventore recusandae.,XXL,83.32,17.85,321,14,394110.94,2024-02
1913,2,516,103,158,76,97.56,2016-08-02 04:55:05,Online,Cristiano Carvalho,69,M,Lajes das Flores,Física,743.33,Est,Calçado,Roxo,Consequuntur ad fugiat illo maxime voluptatem.,36,53.97,29.05,592,20,614987.87,2016-08
1914,3,595,207,210,47,167.52,2014-08-02 23:32:54,Online,Rita-Juliana Torres,62,M,Setúbal,Física,900.38,Quisquam,Roupas,Branco,Hic quidem rerum animi rerum.,XXL,28.73,49.34,136,21,516520.9,2014-08
1915,3,698,705,381,53,776.13,2019-06-19 23:55:50,Online,Artur Freitas,32,F,Castro Verde,Online,905.59,Maxime,Calçado,Laranja,Accusantium corrupti reiciendis ad.,44,30.58,21.21,418,15,481587.12,2019-06
1916,2,648,396,144,21,833.73,2022-11-01 02:11:21,Física,Kévim Pinto-Vaz,48,F,Sobral de Monte Agraço,Física,105.67,Unde,Roupas,Preto,Deleniti expedita nulla.,XL,29.71,37.44,122,19,552214.95,2022-11
1917,1,542,166,268,25,797.62,2016-06-26 09:35:58,Online,Micael Castro,45,F,Palmela,Física,217.02,Harum,Roupas,Rosa,Iusto impedit mollitia quisquam ipsa.,S,50.08,49.86,159,24,667005.46,2016-06
1918,4,333,718,414,5,615.28,2022-04-18 22:38:38,Física,Tomé Leal,52,M,Vila Viçosa,Online,246.65,Reiciendis,Calçado,Preto,Totam beatae consequuntur nisi ducimus tempore beatae soluta.,37,26.51,24.11,507,22,766959.5,2022-04
1919,2,44,656,348,81,665.81,2023-07-16 21:47:12,Física,Amélia Gonçalves,48,F,Santiago do Cacém,Física,494.17,Similique,Calçado,Laranja,Dolores aliquam pariatur autem error.,35,72.4,16.37,34,20,427863.58,2023-07
1920,3,194,663,482,31,763.5,2017-06-27 05:46:44,Física,César Cardoso,27,F,Lagoa,Online,817.04,Modi,Roupas,Vermelho,Soluta voluptas labore laborum saepe.,XL,89.43,30.86,247,30,626829.6,2017-06
1921,4,792,871,64,5,705.12,2017-07-21 15:58:04,Física,Fernando Carneiro,28,F,Castelo de Paiva,Online,121.68,Omnis,Calçado,Cinzento,Harum voluptatem eaque officiis omnis velit necessitatibus placeat.,42,61.43,36.2,339,27,731657.33,2017-07
1922,5,192,572,21,2,577.36,2019-06-07 13:07:04,Online,Núria Amaral,20,F,Vagos,Física,488.06,Adipisci,Calçado,Laranja,Voluptatum odit temporibus rem necessitatibus accusamus odit culpa.,45,79.51,48.18,571,19,414568.18,2019-06
1923,2,776,923,293,55,898.28,2024-04-08 17:56:28,Física,Nuno Mendes,18,M,Póvoa de Lanhoso,Física,231.46,Eveniet,Roupas,Cinzento,Corrupti quia dolores corrupti dolorem quibusdam beatae fugit.,XL,56.71,34.17,127,14,373965.93,2024-04
1924,2,747,434,242,57,949.39,2020-04-14 20:15:41,Online,Vera Faria,61,F,Lisboa,Física,368.05,Quis,Calçado,Laranja,Reprehenderit pariatur rem eum dicta ut perspiciatis.,39,58.81,29.41,885,17,393221.97,2020-04
1925,5,670,723,483,68,508.42,2024-09-12 03:54:11,Física,Luca de Pires,46,F,Alcobaça,Online,456.14,Eligendi,Roupas,Vermelho,Accusamus ullam cum dolor veniam impedit.,M,34.09,17.56,111,12,325410.87,2024-09
1926,3,944,271,11,42,563.05,2016-10-12 12:01:06,Online,Íris Sá,61,F,Vila Verde,Online,956.72,Neque,Calçado,Azul,Commodi dolorem deleniti cum animi.,36,22.13,19.63,42,13,380543.28,2016-10
1927,4,339,962,417,80,720.13,2022-02-12 02:59:45,Física,Alexandre do Carneiro,33,M,Lagos,Online,300.36,Nobis,Calçado,Verde,Dolor iste enim.,43,97.06,12.48,746,19,453344.38,2022-02
1928,3,836,394,97,16,754.54,2017-11-27 00:18:32,Física,Renato Mota,70,F,Chamusca,Online,197.93,Maxime,Calçado,Cinzento,Commodi culpa non illum neque.,36,84.04,31.3,493,15,435151.74,2017-11
1929,4,973,43,449,90,803.59,2016-01-17 12:36:52,Física,Lúcia Paiva,25,M,Barreiro,Online,315.0,Autem,Calçado,Branco,Rerum ducimus quaerat corporis dolores.,44,41.52,43.75,123,14,348574.74,2016-01
1930,5,278,539,389,7,859.75,2014-06-12 22:03:21,Online,Ema de Martins,47,M,Porto de Mós,Física,416.46,In,Roupas,Verde,Deserunt et ut amet eius.,M,90.79,49.93,86,23,674721.26,2014-06
1931,5,169,636,173,84,939.61,2023-12-05 13:13:42,Online,Valentim Tavares,25,F,Mirandela,Física,277.22,Voluptates,Calçado,Vermelho,Nihil quisquam aliquid magni voluptates laudantium.,41,41.6,24.36,28,19,418715.7,2023-12
1932,5,476,839,261,91,86.63,2024-03-04 08:33:39,Online,Diana Torres,36,F,Montemor-o-Novo,Online,643.92,Eligendi,Calçado,Cinzento,Voluptate amet quisquam iusto consectetur debitis neque ratione.,37,64.24,34.55,303,26,624251.65,2024-03
1933,1,508,485,10,69,938.18,2018-02-12 22:22:38,Online,Gabriela Antunes,45,M,Fafe,Física,427.99,Delectus,Roupas,Amarelo,Nulla dolores quasi eveniet quae ipsum odit mollitia.,M,51.03,15.05,200,30,636402.32,2018-02
1934,1,454,23,330,68,746.26,2019-09-12 07:23:06,Física,Sandro Marques,36,M,Cabeceiras de Basto,Online,474.57,Hic,Calçado,Preto,Libero consequatur cum.,35,44.53,38.07,80,23,608074.17,2019-09
1935,5,636,913,399,22,409.36,2018-04-06 06:51:06,Online,Soraia Alves,27,F,Velas,Online,241.9,Maxime,Calçado,Cinzento,Totam asperiores odit accusamus porro.,45,84.57,41.07,138,14,564180.46,2018-04
1936,3,104,341,110,67,986.35,2015-09-17 13:06:06,Online,Henrique Vicente,52,F,Marinha Grande,Física,197.87,Earum,Roupas,Laranja,Ut iste harum.,XS,75.87,13.83,241,25,674955.62,2015-09
1937,4,266,792,469,19,841.63,2018-11-10 18:16:49,Física,Emma Ferreira,52,M,Vale de Cambra,Online,670.44,Quaerat,Roupas,Rosa,Quis sit facere magni sapiente accusantium.,L,99.23,32.9,195,23,636528.03,2018-11
1938,1,130,950,160,4,518.93,2014-04-30 06:00:52,Física,Ângelo Pires,60,M,Alenquer,Física,516.07,Laboriosam,Roupas,Preto,Labore laudantium perferendis deserunt.,XXL,63.49,48.84,462,13,373999.01,2014-04
1939,2,748,352,25,30,109.13,2020-01-30 02:26:18,Online,Lia Reis,36,F,Sintra,Online,186.74,Quas,Roupas,Azul,Sit consectetur harum necessitatibus ab illum placeat ullam.,S,56.71,18.66,577,21,601315.42,2020-01
1940,3,265,81,413,54,895.48,2023-03-24 05:43:52,Física,Sofia Araújo,45,F,Ansião,Online,455.52,Sit,Calçado,Roxo,Labore labore a perspiciatis perspiciatis aut ipsa asperiores.,39,96.61,47.12,95,17,338806.14,2023-03
1941,5,909,133,157,43,64.21,2014-08-10 00:40:10,Física,Letícia Tavares,49,F,Sabugal,Online,292.18,Dolore,Roupas,Azul,Error unde dicta quas quis.,L,61.37,39.23,5,17,408663.76,2014-08
1942,2,669,452,103,35,717.97,2016-10-02 11:11:44,Física,Mafalda Silva,30,M,Caminha,Online,222.25,Explicabo,Calçado,Verde,Officiis a magni aspernatur qui culpa.,43,30.22,40.02,279,17,383851.47000000003,2016-10
1943,5,237,766,458,56,160.16,2023-08-20 17:48:41,Física,Isabela-Salomé Miranda,47,M,Santo Tirso,Online,345.85,Nihil,Roupas,Vermelho,Adipisci minima cum placeat a non iste.,XL,80.21,47.1,351,21,655905.48,2023-08
1944,2,981,499,226,55,801.05,2019-06-28 20:12:44,Física,Bryan Amaral,31,M,Alvito,Física,370.45,Ullam,Calçado,Preto,Magnam neque ab accusamus.,45,89.36,13.37,125,20,369774.48,2019-06
1945,4,568,829,265,71,577.8,2024-01-01 18:52:56,Online,Luna Barros,38,M,Vieira do Minho,Física,602.2,Officia,Roupas,Rosa,Commodi eveniet voluptatibus ad eius dolore.,XXL,54.24,17.53,47,25,764213.0,2024-01
1946,5,318,519,482,33,200.1,2021-08-29 15:52:41,Online,Renata Freitas,25,M,Mira,Física,240.67,Aspernatur,Calçado,Roxo,Iste ullam earum aut fugit.,40,78.86,17.0,221,21,560024.95,2021-08
1947,4,101,580,283,77,511.0,2024-01-24 10:53:05,Física,Leonor de Barros,32,M,Melgaço,Online,388.7,Culpa,Roupas,Preto,Veniam commodi perferendis a quasi exercitationem.,XS,56.08,21.72,80,26,831830.92,2024-01
1948,3,521,706,497,40,391.72,2017-01-27 03:23:12,Online,Pilar Miranda,63,F,Odivelas,Online,548.67,Fuga,Roupas,Roxo,Ullam maiores reprehenderit facilis.,L,60.98,43.42,63,19,648043.56,2017-01
1949,2,104,477,228,73,664.44,2021-09-23 02:25:27,Física,Luísa Pereira,21,F,Olhão,Física,597.6,Earum,Roupas,Laranja,Ut iste harum.,XS,75.87,13.83,1,24,669719.81,2021-09
1950,2,347,365,1,86,456.85,2014-07-22 15:29:42,Física,Vítor Andrade,46,F,Loures,Online,204.69,Consequatur,Calçado,Verde,Ipsa eum quidem nam voluptate aut dolor praesentium.,36,74.84,15.55,348,21,708729.86,2014-07
1951,4,67,704,197,55,596.89,2018-12-01 12:04:59,Online,Vera Fernandes,21,F,Faro,Física,820.24,Nesciunt,Calçado,Azul,Omnis error quas.,38,36.78,41.39,316,21,569296.83,2018-12
1952,4,194,343,360,60,533.28,2015-12-12 07:40:55,Online,Margarida de Marques,29,F,Sousel,Física,681.94,Modi,Roupas,Vermelho,Soluta voluptas labore laborum saepe.,XL,89.43,30.86,126,19,602579.37,2015-12
1953,1,31,737,19,60,711.22,2014-06-24 14:41:15,Física,Lúcia Rocha,58,M,Funchal,Física,826.17,Veritatis,Roupas,Verde,Cum accusantium enim.,M,93.96,47.52,229,20,426270.91,2014-06
1954,1,742,616,388,82,123.93,2024-05-04 18:06:26,Online,Clara Baptista,22,M,Caminha,Online,689.71,Cupiditate,Calçado,Cinzento,Assumenda adipisci nam maxime recusandae et odit.,44,24.46,26.81,17,20,417106.35,2024-05
1955,4,243,774,396,41,243.19,2014-10-16 03:08:27,Online,Jéssica Santos-Andrade,65,F,Vila Real de Santo António,Física,780.24,Exercitationem,Calçado,Roxo,Tempore qui ratione suscipit.,36,41.34,31.81,49,24,674951.18,2014-10
1956,3,297,627,302,95,598.79,2016-06-17 08:55:04,Física,Raquel Loureiro,25,M,Lousã,Física,226.56,Doloribus,Roupas,Verde,Exercitationem at omnis voluptas voluptatum recusandae.,M,47.14,30.39,318,22,561067.16,2016-06
1957,4,134,773,2,11,129.88,2017-05-21 10:53:54,Online,Kelly Tavares,48,M,Vila Nova de Gaia,Online,349.72,Doloribus,Roupas,Verde,Aperiam libero nihil reiciendis provident.,XXL,32.61,38.79,569,14,272122.12,2017-05
1958,1,82,387,217,78,638.27,2020-05-21 00:51:40,Online,Tiago Araújo,32,M,Velas,Física,948.39,Labore,Calçado,Verde,Enim nam maiores facilis accusantium.,43,59.54,14.39,12,19,561142.53,2020-05
1959,5,378,831,242,100,659.18,2018-12-09 08:08:56,Online,Andreia Nunes,42,M,Santa Cruz das Flores,Física,115.35,Quo,Calçado,Vermelho,Accusantium dolore debitis similique molestias quidem praesentium optio.,38,22.38,43.1,242,19,670669.69,2018-12
1960,2,794,382,298,46,149.62,2021-09-27 14:05:17,Física,Gabriel Faria,56,M,Santa Cruz da Graciosa,Física,608.93,Neque,Roupas,Amarelo,Officiis quas reprehenderit.,S,44.15,11.83,332,18,409458.73,2021-09
1961,3,698,772,171,20,78.75,2015-02-19 09:29:50,Física,Nicole-Mara Freitas,52,F,Covilhã,Física,772.7,Maxime,Calçado,Laranja,Accusantium corrupti reiciendis ad.,44,30.58,21.21,274,17,420729.56,2015-02
1962,2,597,399,43,35,497.92,2015-01-16 14:46:57,Online,Joel Torres,36,F,São Brás de Alportel,Física,250.95,Consequuntur,Calçado,Roxo,Nobis repudiandae nulla ipsa minima itaque.,45,53.12,17.3,94,22,473174.61,2015-01
1963,1,865,128,482,21,672.12,2024-07-30 22:56:56,Física,Henrique Machado,65,M,Alenquer,Online,852.76,Consectetur,Roupas,Cinzento,Laborum hic quibusdam autem officia.,XS,20.62,16.94,154,22,523373.43,2024-07
1964,4,422,332,406,53,659.46,2022-08-02 22:08:00,Online,Ângelo Sá,60,M,Barcelos,Física,937.36,Repudiandae,Calçado,Preto,Eligendi repellat labore incidunt a id.,45,78.49,47.54,10,19,460438.52,2022-08
1965,2,78,441,324,65,18.82,2020-03-12 23:27:54,Física,Alícia Macedo,59,M,Melgaço,Online,274.56,Eum,Roupas,Roxo,Autem quisquam incidunt.,S,89.64,43.12,254,23,715561.27,2020-03
1966,4,218,905,250,36,449.77,2014-07-04 06:23:56,Online,Ricardo Nogueira,51,F,Pedrógão Grande,Física,236.39,Quae,Calçado,Verde,Aliquam iusto ipsa illo soluta consectetur.,43,44.78,47.6,131,20,467250.48,2014-07
1967,2,207,234,141,96,890.44,2022-08-11 19:26:52,Online,Lara-Eva Matos,32,F,Murtosa,Física,456.06,Dolorum,Calçado,Verde,Iusto minus natus reprehenderit numquam facere nemo.,39,58.58,25.32,297,16,567510.54,2022-08
1968,1,160,950,202,2,773.05,2022-11-26 14:06:31,Online,Ângelo Pires,60,M,Alenquer,Física,516.07,Perspiciatis,Calçado,Cinzento,Pariatur tenetur totam suscipit dolorum quod non rem.,42,61.09,18.96,462,13,373999.01,2022-11
1969,2,390,130,266,79,711.58,2022-09-28 06:34:24,Física,Flor Anjos-Henriques,65,M,Almodôvar,Física,950.08,Rem,Roupas,Preto,Molestias repellendus tempore minus.,M,97.58,18.05,311,22,486960.66,2022-09
1970,4,526,433,314,28,564.24,2016-02-21 22:22:26,Física,Ricardo Amaral,48,M,Guimarães,Física,526.59,Fuga,Calçado,Laranja,Pariatur reiciendis porro.,41,51.52,45.13,1,14,459949.43,2016-02
1971,2,208,113,75,99,490.12,2022-12-23 09:43:31,Física,Beatriz Neves,52,F,São Brás de Alportel,Física,305.9,Unde,Roupas,Azul,Exercitationem quibusdam in ab.,XS,61.2,49.77,13,24,724923.4400000001,2022-12
1972,2,367,29,380,80,821.25,2023-11-03 07:59:55,Online,Margarida Tavares,18,F,Évora,Física,157.47,Hic,Calçado,Azul,In consequuntur dolorum natus.,35,74.9,46.28,224,21,469675.1,2023-11
1973,5,827,944,347,71,690.68,2017-11-06 18:46:18,Online,Patrícia Araújo,69,M,Castro Daire,Online,716.1,Amet,Roupas,Roxo,Consectetur occaecati illum repudiandae.,S,31.85,34.1,28,23,648205.43,2017-11
1974,1,627,505,419,5,558.37,2021-08-06 11:31:13,Física,Daniela Teixeira-Esteves,37,M,Santa Cruz da Graciosa,Online,188.56,Quia,Roupas,Roxo,Iste consectetur repellat magni accusantium.,S,64.19,32.76,104,20,574214.12,2021-08
1975,1,6,851,307,18,274.65,2017-06-01 17:06:28,Física,Alexandre Oliveira,35,F,Sever do Vouga,Online,739.48,Voluptate,Roupas,Vermelho,Tempora dolores aspernatur.,M,32.23,19.21,535,14,580800.18,2017-06
1976,5,650,513,387,60,874.34,2024-04-26 00:07:55,Online,Wilson Jesus,47,F,Barrancos,Física,288.91,Adipisci,Calçado,Roxo,Expedita pariatur consequuntur illum tempore.,36,38.02,10.47,58,18,521020.82,2024-04
1977,5,108,350,317,29,365.52,2024-06-30 08:09:28,Física,Eva Figueiredo,46,M,Redondo,Física,931.24,Doloremque,Calçado,Laranja,Hic error impedit fugit temporibus dicta.,37,45.84,21.13,185,20,461922.66000000003,2024-06
1978,3,338,369,114,89,121.69,2022-07-27 22:03:23,Online,Lorena Matias-Leite,57,M,Santa Cruz das Flores,Online,297.16,Amet,Roupas,Preto,Blanditiis accusamus pariatur molestiae.,XXL,34.2,31.07,390,25,422298.43,2022-07
1979,4,52,705,68,21,345.99,2021-10-09 09:28:30,Online,Artur Freitas,32,F,Castro Verde,Online,905.59,Voluptate,Roupas,Vermelho,Non accusamus sit eius quo aperiam.,XS,80.09,24.4,418,15,481587.12,2021-10
1980,5,359,390,295,2,334.77,2023-06-26 07:28:18,Física,Salomé Ferreira,49,F,Velas,Online,410.49,Voluptas,Calçado,Laranja,Ab pariatur magni culpa.,45,37.88,27.74,168,24,395169.9,2023-06
1981,5,332,265,14,44,951.91,2020-02-17 09:13:46,Física,Inês Andrade,30,F,Alvito,Online,305.59,Optio,Roupas,Amarelo,Ex cum nam sed quaerat incidunt inventore.,S,92.61,16.33,228,23,465665.25,2020-02
1982,4,758,392,161,67,76.84,2018-12-02 12:29:52,Online,Jaime da Nascimento,51,M,Braga,Online,769.62,Laudantium,Calçado,Branco,Neque at a exercitationem totam.,43,85.06,12.06,597,22,692252.9,2018-12
1983,4,816,268,298,57,801.33,2020-06-15 10:36:22,Física,Isabel Figueiredo,65,F,Barcelos,Física,481.36,Cum,Roupas,Rosa,Totam assumenda architecto voluptas fuga.,L,46.28,24.47,222,24,818972.4199999999,2020-06
1984,5,27,275,147,43,316.27,2020-11-02 13:47:12,Online,Ema Borges,62,M,Funchal,Física,116.74,Commodi,Calçado,Vermelho,Voluptate amet rerum quae neque perspiciatis.,35,98.15,43.41,140,28,781657.11,2020-11
1985,3,803,742,459,7,429.69,2021-07-31 03:38:15,Física,Kelly Martins-Monteiro,33,F,Penacova,Física,625.36,Nihil,Calçado,Branco,Eum dicta quos laboriosam.,45,80.83,34.65,19,16,377912.07,2021-07
1986,5,961,157,269,71,913.97,2022-07-27 21:16:03,Física,Kevin Amorim,34,F,Vila Franca do Campo,Física,532.37,Quasi,Roupas,Laranja,Labore ab cupiditate dolore.,L,76.92,25.84,208,22,658286.69,2022-07
1987,1,4,205,492,35,726.91,2020-12-16 18:20:40,Física,Benedita Amaral,30,M,Horta,Online,631.7,Iure,Calçado,Verde,Consequatur voluptatum ipsam expedita debitis praesentium.,44,31.65,40.29,22,17,463786.02,2020-12
1988,3,602,299,80,46,270.28,2019-07-25 03:14:32,Online,Amélia de Faria,56,F,Esposende,Online,676.58,Sequi,Calçado,Cinzento,Enim itaque labore repellendus distinctio nemo.,42,81.62,32.45,1048,19,570641.64,2019-07
1989,2,367,326,85,35,991.15,2021-05-20 09:49:19,Online,Joel Cruz,35,F,Cuba,Online,589.1,Hic,Calçado,Azul,In consequuntur dolorum natus.,35,74.9,46.28,4,26,844904.1699999999,2021-05
1990,1,231,576,207,82,604.14,2020-09-21 04:41:43,Online,Miguel Correia,57,M,Montemor-o-Velho,Online,643.52,Ea,Calçado,Roxo,Reprehenderit atque architecto aut sit.,44,45.21,35.04,781,22,513174.82,2020-09
1991,2,499,547,220,76,202.04,2024-03-23 18:49:23,Física,Kevin Leal,32,F,Amares,Online,821.62,Reprehenderit,Roupas,Azul,Repellat dolores eveniet excepturi deleniti eveniet.,L,58.7,16.34,191,27,535751.0800000001,2024-03
1992,5,514,627,241,17,313.68,2015-05-08 09:51:08,Online,Raquel Loureiro,25,M,Lousã,Física,226.56,Similique,Calçado,Verde,Dolore corporis perspiciatis consequatur delectus error ipsa.,38,25.36,14.72,318,22,561067.16,2015-05
1993,1,779,379,167,25,431.96,2018-11-28 09:46:21,Física,Yara Fonseca,48,F,Peniche,Online,974.15,Adipisci,Calçado,Roxo,Explicabo neque fugit.,39,84.49,42.74,58,21,360895.73,2018-11
1994,2,636,81,498,100,511.58,2014-05-24 10:46:59,Física,Sofia Araújo,45,F,Ansião,Online,455.52,Maxime,Calçado,Cinzento,Totam asperiores odit accusamus porro.,45,84.57,41.07,95,17,338806.14,2014-05
1995,3,457,930,325,64,928.45,2022-08-18 08:55:22,Física,Tomás Nogueira,59,M,Vila do Corvo,Online,437.52,Porro,Roupas,Azul,Iusto aperiam molestiae officiis explicabo consequuntur nesciunt nam.,XL,98.75,45.2,3,30,975204.02,2022-08
1996,1,706,216,398,30,371.29,2017-12-19 18:25:01,Física,Afonso Antunes,28,M,Lajes das Flores,Online,779.28,Incidunt,Roupas,Roxo,Minus sapiente adipisci fugiat tempora id iusto.,S,72.62,24.42,43,30,740650.9199999999,2017-12
1997,4,956,367,400,51,280.37,2019-10-02 22:55:50,Online,Joana Castro,31,F,Sever do Vouga,Física,718.98,In,Calçado,Verde,Excepturi corrupti autem ut laborum ab corrupti.,41,45.14,39.26,69,16,555067.01,2019-10
1998,2,122,643,289,53,687.89,2021-01-20 12:24:46,Física,Fábio Faria,52,M,Monção,Física,242.88,Consequuntur,Calçado,Roxo,Explicabo dignissimos veritatis.,36,78.92,47.92,508,23,682701.77,2021-01
1999,1,497,298,242,41,343.45,2023-06-12 19:21:59,Física,Brian Matias,42,M,Arganil,Física,497.22,Ad,Roupas,Vermelho,Rem beatae amet corrupti dicta inventore.,S,99.25,29.7,35,19,415580.85,2023-06
2000,4,971,203,34,3,205.92,2020-10-29 12:40:09,Física,Luísa de Lima,49,M,Funchal,Física,855.26,Vel,Calçado,Roxo,Beatae qui eveniet similique quis quaerat delectus.,39,40.02,26.19,70,14,379878.52,2020-10
2001,3,727,369,258,61,753.23,2020-07-12 05:13:18,Física,Lorena Matias-Leite,57,M,Santa Cruz das Flores,Online,297.16,Nisi,Roupas,Branco,Soluta asperiores et labore provident veritatis iure.,XL,53.7,31.08,390,25,422298.43,2020-07
2002,5,561,260,342,9,127.14,2018-12-17 16:59:22,Online,Kelly Sá,47,M,Almeida,Física,952.69,Maxime,Roupas,Rosa,Sequi rerum dignissimos atque.,L,47.91,34.76,222,18,779355.54,2018-12
2003,5,561,152,146,81,508.31,2014-12-09 10:15:47,Online,César Maia,64,M,Ponte de Sor,Física,133.96,Maxime,Roupas,Rosa,Sequi rerum dignissimos atque.,L,47.91,34.76,337,21,667605.74,2014-12
2004,1,773,489,135,79,233.2,2023-12-11 21:07:23,Online,Sara Guerreiro,52,M,Horta,Online,255.82,Ducimus,Calçado,Verde,Aperiam modi atque fugiat voluptatem alias perferendis.,40,22.18,36.65,100,22,490646.48,2023-12
2005,1,531,568,471,1,977.93,2020-08-20 03:23:19,Online,Ivo Correia,27,M,Ílhavo,Online,339.76,Deserunt,Roupas,Amarelo,Cum officia cupiditate distinctio alias error illum.,M,69.66,45.96,41,19,450930.32,2020-08
2006,2,590,700,269,48,410.14,2015-02-02 12:08:06,Online,Sérgio Valente,24,M,Almada,Online,874.17,Distinctio,Roupas,Roxo,Facilis architecto possimus optio ea officia libero.,L,93.91,44.48,130,24,627150.4,2015-02
2007,1,469,699,400,36,661.03,2024-02-02 18:34:22,Online,Petra de Azevedo,46,F,Ribeira Grande,Física,506.83,Quis,Calçado,Preto,Tempora maxime alias laborum itaque non consectetur.,45,25.0,22.72,333,19,531854.9,2024-02
2008,4,342,69,191,30,299.79,2019-10-05 09:36:19,Física,Lourenço Assunção,26,F,Arraiolos,Online,272.29,Molestias,Roupas,Rosa,Blanditiis necessitatibus error optio pariatur odit tempore.,S,99.9,26.3,59,25,780935.21,2019-10
2009,3,883,448,355,38,5.28,2024-11-16 06:37:58,Física,Lia-Valentina Pinho,46,F,Loulé,Física,993.22,Officiis,Roupas,Preto,Eligendi consequuntur adipisci doloremque dolorem.,M,76.53,29.11,46,25,645621.21,2024-11
2010,3,853,537,293,17,801.57,2024-11-16 18:37:44,Física,Bianca Ramos,50,M,Sertã,Física,800.93,Quidem,Roupas,Vermelho,Dignissimos eveniet error possimus iure.,XXL,25.49,31.71,45,28,847649.32,2024-11
2011,3,882,913,272,68,986.19,2024-03-22 07:28:59,Online,Soraia Alves,27,F,Velas,Online,241.9,Modi,Calçado,Vermelho,Ex earum neque qui.,43,87.07,33.55,138,14,564180.46,2024-03
2012,3,20,838,443,41,570.61,2016-11-28 14:33:16,Física,Nuno Neto,21,M,Fafe,Física,138.3,Nostrum,Roupas,Amarelo,Atque veritatis recusandae provident sunt.,M,25.14,39.42,460,20,516955.86,2016-11
